customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-5809,Female,0,No,No,51,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),78.87,8277.07,No
CUST-5810,Male,1,No,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),89.71,1954.78,No
CUST-5811,Male,0,No,No,52,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,82.16,600.37,No
CUST-5812,Female,0,Yes,No,71,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,70.72,1085.84,No
CUST-5813,Female,0,Yes,No,39,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),21.12,5346.77,No
CUST-5814,Male,0,Yes,Yes,38,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),98.89,5752.74,No
CUST-5815,Male,0,No,Yes,42,No,No,DSL,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.01,3829.07,No
CUST-5816,Female,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),28.58,690.9,No
CUST-5817,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),37.25,7890.05,No
CUST-5818,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),84.2,7905.88,No
CUST-5819,Female,0,No,No,31,No,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,Two year,No,Mailed check,25.7,3356.23,No
CUST-5820,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),104.95,6981.4,Yes
CUST-5821,Female,0,Yes,No,64,Yes,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),97.07,7639.83,No
CUST-5822,Male,0,Yes,No,26,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,48.63,4327.27,Yes
CUST-5823,Female,0,Yes,No,23,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.35,5119.78,No
CUST-5824,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),106.52,6236.13,No
CUST-5825,Female,1,No,Yes,44,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),101.78,7578.11,No
CUST-5826,Female,0,No,No,7,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Two year,Yes,Electronic check,48.77,773.82,No
CUST-5827,Female,0,No,No,66,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.59,467.2,No
CUST-5828,Female,0,No,Yes,63,No,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),63.14,5743.77,No
CUST-5829,Male,0,Yes,No,46,Yes,No phone service,No,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),71.89,422.35,No
CUST-5830,Male,0,No,No,20,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.97,903.84,Yes
CUST-5831,Female,0,No,Yes,31,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.4,3600.83,Yes
CUST-5832,Male,0,Yes,No,44,Yes,No,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,19.0,1563.68,No
CUST-5833,Male,0,No,No,43,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),95.28,7641.93,No
CUST-5834,Male,0,Yes,No,40,No,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,112.64,2830.46,Yes
CUST-5835,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Electronic check,40.96,4916.73,No
CUST-5836,Male,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,72.43,101.51,Yes
CUST-5837,Female,0,No,No,17,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,48.6,4372.88,Yes
CUST-5838,Female,0,Yes,Yes,10,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),65.75,6888.56,No
CUST-5839,Female,0,No,No,26,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,29.81,8231.62,No
CUST-5840,Female,0,Yes,No,42,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,90.54,5775.15,Yes
CUST-5841,Male,0,No,Yes,64,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.63,1736.68,Yes
CUST-5842,Male,0,No,No,53,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No,Yes,Two year,No,Electronic check,48.87,3097.28,No
CUST-5843,Female,0,Yes,No,28,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,84.36,1348.54,Yes
CUST-5844,Male,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,69.12,2883.34,No
CUST-5845,Male,0,No,No,28,Yes,Yes,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,58.43,4779.01,No
CUST-5846,Female,0,Yes,Yes,8,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),71.32,4151.89,No
CUST-5847,Male,0,No,No,60,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,113.37,7428.71,No
CUST-5848,Female,0,No,No,61,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.93,1747.81,Yes
CUST-5849,Female,0,Yes,Yes,70,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,110.4,3696.27,Yes
CUST-5850,Male,1,Yes,No,4,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),30.63,5379.33,Yes
CUST-5851,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,38.64,8339.69,Yes
CUST-5852,Female,0,No,No,56,Yes,No,No,Yes,No internet service,No,No,No,No,Two year,Yes,Electronic check,115.92,1831.65,No
CUST-5853,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,99.0,7084.22,No
CUST-5854,Male,0,No,Yes,19,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,53.17,5257.88,Yes
CUST-5855,Female,0,Yes,No,3,Yes,No,No,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,58.47,1153.61,Yes
CUST-5856,Female,1,Yes,No,55,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),47.91,6667.41,No
CUST-5857,Female,0,Yes,No,33,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),40.52,1501.58,No
CUST-5858,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),24.09,5953.27,No
CUST-5859,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,21.37,2058.77,No
CUST-5860,Male,1,No,Yes,67,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,68.16,3990.44,No
CUST-5861,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.01,6661.75,Yes
CUST-5862,Male,0,Yes,No,13,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.16,5397.82,Yes
CUST-5863,Female,0,No,No,67,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),27.51,6297.57,No
CUST-5864,Male,1,No,No,7,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),69.47,6832.42,No
CUST-5865,Male,0,No,No,66,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),110.45,312.8,Yes
CUST-5866,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,103.27,4094.27,No
CUST-5867,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),71.46,8378.14,Yes
CUST-5868,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,31.36,6763.86,Yes
CUST-5869,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),33.61,3120.8,No
CUST-5870,Male,0,Yes,No,57,No,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,65.73,2435.56,Yes
CUST-5871,Female,0,No,No,1,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,One year,No,Mailed check,79.74,5996.21,No
CUST-5872,Male,0,No,No,0,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),115.86,1181.45,No
CUST-5873,Female,0,Yes,No,54,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),101.13,7505.11,Yes
CUST-5874,Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Credit card (automatic),59.44,712.41,No
CUST-5875,Male,0,No,Yes,63,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.02,4760.33,No
CUST-5876,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),19.35,7200.91,No
CUST-5877,Female,0,No,No,11,Yes,No,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),18.77,6124.8,Yes
CUST-5878,Female,0,No,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,65.44,4136.45,No
CUST-5879,Female,0,No,Yes,20,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,24.93,1964.5,No
CUST-5880,Male,1,No,No,9,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),33.64,5110.32,No
CUST-5881,Male,0,Yes,Yes,69,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),116.04,8214.2,Yes
CUST-5882,Female,0,No,No,13,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,89.72,826.94,No
CUST-5883,Female,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),63.23,285.49,No
CUST-5884,Female,0,No,No,29,No,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),103.79,3576.79,No
CUST-5885,Male,0,Yes,No,13,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,35.74,5032.57,No
CUST-5886,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,56.93,3055.04,No
CUST-5887,Male,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),47.48,6105.73,No
CUST-5888,Male,0,Yes,No,61,Yes,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),117.55,4452.73,No
CUST-5889,Male,0,No,No,21,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),108.11,2962.39,No
CUST-5890,Female,0,No,Yes,52,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.61,6753.73,No
CUST-5891,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.4,861.11,No
CUST-5892,Male,0,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),117.81,357.8,No
CUST-5893,Male,1,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),38.63,500.0,No
CUST-5894,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),58.79,6924.31,No
CUST-5895,Male,0,Yes,No,49,Yes,Yes,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,89.18,6787.76,No
CUST-5896,Female,0,No,No,65,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.38,7064.64,Yes
CUST-5897,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,75.42,2424.46,No
CUST-5898,Male,0,Yes,No,7,Yes,No phone service,No,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,113.19,4187.31,No
CUST-5899,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),42.68,2729.82,No
CUST-5900,Female,0,Yes,No,39,Yes,No,No,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,74.86,4999.86,No
CUST-5901,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),99.05,7187.61,No
CUST-5902,Female,1,Yes,Yes,44,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),41.25,186.94,Yes
CUST-5903,Male,0,No,No,45,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,105.11,4850.74,Yes
CUST-5904,Female,1,No,No,35,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,81.91,1723.43,No
CUST-5905,Male,0,Yes,No,16,Yes,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,56.11,7397.67,No
CUST-5906,Male,0,Yes,Yes,40,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),82.77,8135.22,No
CUST-5907,Female,0,No,No,29,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.81,7041.78,No
CUST-5908,Male,0,No,No,51,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),116.82,303.82,Yes
CUST-5909,Male,1,No,No,19,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,46.14,2585.95,Yes
CUST-5910,Male,0,No,Yes,35,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,108.91,1966.72,Yes
CUST-5911,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Mailed check,21.86,7026.32,No
CUST-5912,Male,1,No,No,44,Yes,No phone service,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.73,171.38,Yes
CUST-5913,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,78.16,7844.79,No
CUST-5914,Female,0,No,No,49,Yes,Yes,No,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,66.16,5001.17,No
CUST-5915,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,64.92,6329.26,No
CUST-5916,Male,0,No,No,58,No,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),41.41,3883.24,No
CUST-5917,Female,0,No,No,41,No,Yes,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),77.75,6015.27,No
CUST-5918,Male,0,Yes,No,1,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,19.69,2854.96,No
CUST-5919,Male,0,Yes,No,45,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),61.38,5617.64,No
CUST-5920,Male,0,Yes,No,1,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),54.69,3671.81,Yes
CUST-5921,Male,0,No,Yes,49,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),37.31,7922.57,No
CUST-5922,Male,1,Yes,No,0,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),69.07,7910.37,No
CUST-5923,Female,0,No,Yes,12,Yes,No phone service,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.03,4855.36,Yes
CUST-5924,Female,0,No,No,69,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Electronic check,99.3,6577.54,No
CUST-5925,Female,0,Yes,Yes,21,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),64.22,6314.32,No
CUST-5926,Female,0,No,Yes,16,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,41.99,6009.77,Yes
CUST-5927,Male,0,No,No,58,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),38.99,8280.12,No
CUST-5928,Male,0,Yes,No,69,Yes,No,No,No internet service,Yes,No,Yes,No,No,One year,No,Credit card (automatic),75.92,7463.36,No
CUST-5929,Male,1,No,No,2,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.93,6339.91,No
CUST-5930,Male,0,No,No,69,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,49.76,688.4,Yes
CUST-5931,Male,0,Yes,No,48,No,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.3,3029.52,No
CUST-5932,Female,0,Yes,No,49,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),73.64,2930.21,No
CUST-5933,Female,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,41.38,4362.25,No
CUST-5934,Male,0,Yes,No,22,No,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),55.83,7285.44,Yes
CUST-5935,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),88.77,5717.06,Yes
CUST-5936,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),56.74,6562.15,No
CUST-5937,Female,1,No,No,49,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),62.41,371.62,No
CUST-5938,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),82.0,472.24,No
CUST-5939,Male,0,Yes,No,54,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),37.08,7893.49,No
CUST-5940,Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,104.68,1795.46,No
CUST-5941,Female,0,Yes,Yes,22,No,No,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,51.84,6757.71,Yes
CUST-5942,Male,0,Yes,Yes,63,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),86.77,4668.15,No
CUST-5943,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,47.72,2984.07,No
CUST-5944,Female,0,Yes,No,65,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,82.81,6494.36,No
CUST-5945,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,45.73,8202.2,No
CUST-5946,Female,0,Yes,No,28,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),92.8,2213.47,No
CUST-5947,Female,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,One year,No,Credit card (automatic),28.49,3005.94,No
CUST-5948,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,48.75,2505.77,No
CUST-5949,Male,0,No,No,28,Yes,Yes,No,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),74.75,5485.76,No
CUST-5950,Male,0,No,No,60,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),81.32,6161.25,No
CUST-5951,Male,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.82,4075.4,No
CUST-5952,Female,0,No,No,68,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),49.95,1838.03,No
CUST-5953,Male,0,No,Yes,55,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),28.18,2743.08,No
CUST-5954,Female,0,No,Yes,51,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,101.43,6356.97,No
CUST-5955,Female,0,No,No,14,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,116.37,7513.18,No
CUST-5956,Female,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),46.38,4326.65,No
CUST-5957,Male,0,Yes,Yes,15,Yes,Yes,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,66.31,2127.36,No
CUST-5958,Female,0,Yes,Yes,24,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),68.65,5664.11,Yes
CUST-5959,Female,0,No,No,56,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),34.45,5441.51,Yes
CUST-5960,Male,0,No,No,20,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,84.76,7730.25,No
CUST-5961,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,No,Mailed check,69.68,2435.28,Yes
CUST-5962,Female,0,No,No,8,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,69.39,6950.94,Yes
CUST-5963,Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),23.86,5706.41,No
CUST-5964,Male,0,No,Yes,64,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,25.99,7142.6,No
CUST-5965,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),114.43,891.08,No
CUST-5966,Male,0,Yes,No,25,Yes,No,No,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),111.97,7034.5,Yes
CUST-5967,Female,0,Yes,No,18,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,19.82,4064.4,No
CUST-5968,Male,0,No,No,15,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,72.05,6587.6,No
CUST-5969,Male,0,Yes,No,55,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,24.48,2081.16,No
CUST-5970,Male,0,No,Yes,67,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,97.31,2966.9,Yes
CUST-5971,Female,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),22.93,3535.74,Yes
CUST-5972,Male,0,Yes,No,6,Yes,No,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,72.93,4684.96,No
CUST-5973,Male,0,Yes,No,11,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),79.93,4347.24,No
CUST-5974,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),27.61,2024.27,No
CUST-5975,Male,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Mailed check,77.44,7682.79,No
CUST-5976,Male,0,Yes,No,46,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),112.17,8028.7,No
